filepath,label,district,institution,gender,age,date,serial_number,character_class
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2
female/7/1_KIS_17_2_109.jpg,7,KIS,,Female,17,,109,2
female/59/1_DHA_17_2_187.jpg,59,DHA,,Female,17,,187,2
female/61/1_BAG_13_1_1100.jpg,61,BAG,,Female,13,,1100,1
female/61/1_BAR_11_1_767.jpg,61,BAR,,Female,11,,767,1
female/61/1_BAR_12_1_371.jpg,61,BAR,,Female,12,,371,1
female/61/1_BAR_12_1_372.jpg,61,BAR,,Female,12,,372,1
female/61/1_BAR_12_1_379.jpg,61,BAR,,Female,12,,379,1
female/61/1_BAR_12_1_380.jpg,61,BAR,,Female,12,,380,1
female/61/1_BAR_12_1_396.jpg,61,BAR,,Female,12,,396,1
female/61/1_BAR_12_1_397.jpg,61,BAR,,Female,12,,397,1
female/61/1_BAR_12_1_450.jpg,61,BAR,,Female,12,,450,1
female/61/1_BAR_12_1_753.jpg,61,BAR,,Female,12,,753,1
female/61/1_BAR_13_1_1049.jpg,61,BAR,,Female,13,,1049,1
female/61/1_BAR_13_1_1063.jpg,61,BAR,,Female,13,,1063,1
female/61/1_BAR_13_1_1086.jpg,61,BAR,,Female,13,,1086,1
female/61/1_BAR_13_1_1099.jpg,61,BAR,,Female,13,,1099,1
female/61/1_BAR_13_1_1134.jpg,61,BAR,,Female,13,,1134,1
female/61/1_BAR_13_1_370.jpg,61,BAR,,Female,13,,370,1
female/61/1_BAR_13_1_373.jpg,61,BAR,,Female,13,,373,1
female/61/1_BAR_13_1_374.jpg,61,BAR,,Female,13,,374,1
female/61/1_BAR_13_1_375.jpg,61,BAR,,Female,13,,375,1
female/61/1_BAR_13_1_376.jpg,61,BAR,,Female,13,,376,1
female/61/1_BAR_13_1_377.jpg,61,BAR,,Female,13,,377,1
female/61/1_BAR_13_1_378.jpg,61,BAR,,Female,13,,378,1
female/61/1_BAR_13_1_381.jpg,61,BAR,,Female,13,,381,1
female/61/1_BAR_13_1_382.jpg,61,BAR,,Female,13,,382,1
female/61/1_BAR_13_1_385.jpg,61,BAR,,Female,13,,385,1
female/61/1_BAR_13_1_386.jpg,61,BAR,,Female,13,,386,1
female/61/1_BAR_13_1_387.jpg,61,BAR,,Female,13,,387,1
