filepath,label,district,institution,gender,age,date,serial_number,character_class
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
female/0/1_DHA_17_2_176.jpg,0,DHA,,Female,17,,176,2.0
