filepath,label,district,institution,gender,age,date,serial_number,character_class
Images/1/01_0001_0_08_0916_1990_1.png,1,1,1,Male,8,916,1990,1
Images/1/01_0001_0_08_0916_1990_1.png,1,1,1,Male,8,916,1990,1
Images/1/01_0001_0_11_0916_1913_1.png,1,1,1,Male,11,916,1913,1
Images/1/01_0001_0_11_0916_1913_1.png,1,1,1,Male,11,916,1913,1
Images/1/01_0001_0_11_0916_1918_1.png,1,1,1,Male,11,916,1918,1
Images/1/01_0001_0_11_0916_1918_1.png,1,1,1,Male,11,916,1918,1
Images/1/01_0001_0_11_0916_1919_1.png,1,1,1,Male,11,916,1919,1
Images/1/01_0001_0_11_0916_1919_1.png,1,1,1,Male,11,916,1919,1
Images/1/01_0001_0_11_0916_1920_1.png,1,1,1,Male,11,916,1920,1
Images/1/01_0001_0_11_0916_1922_1.png,1,1,1,Male,11,916,1922,1
Images/1/01_0001_0_11_0916_1923_1.png,1,1,1,Male,11,916,1923,1
Images/1/01_0001_0_11_0916_1924_1.png,1,1,1,Male,11,916,1924,1
Images/1/01_0001_0_11_0916_1925_1.png,1,1,1,Male,11,916,1925,1
Images/1/01_0001_0_11_0916_1925_1.png,1,1,1,Male,11,916,1925,1
Images/1/01_0001_0_11_0916_1928_1.png,1,1,1,Male,11,916,1928,1
Images/1/01_0001_0_11_0916_1928_1.png,1,1,1,Male,11,916,1928,1
Images/1/01_0001_0_11_0916_1929_1.png,1,1,1,Male,11,916,1929,1
Images/1/01_0001_0_11_0916_1929_1.png,1,1,1,Male,11,916,1929,1
Images/1/01_0001_0_11_0916_1986_1.png,1,1,1,Male,11,916,1986,1
Images/1/01_0001_0_12_0916_1904_1.png,1,1,1,Male,12,916,1904,1
Images/1/01_0001_0_12_0916_1905_1.png,1,1,1,Male,12,916,1905,1
Images/1/01_0001_0_12_0916_1905_1.png,1,1,1,Male,12,916,1905,1
Images/1/01_0001_0_12_0916_1914_1.png,1,1,1,Male,12,916,1914,1
Images/1/01_0001_0_12_0916_1916_1.png,1,1,1,Male,12,916,1916,1
Images/1/01_0001_0_12_0916_1916_1.png,1,1,1,Male,12,916,1916,1
Images/1/01_0001_0_12_0916_1930_1.png,1,1,1,Male,12,916,1930,1
Images/1/01_0001_0_12_0916_1932_1.png,1,1,1,Male,12,916,1932,1
Images/1/01_0001_0_12_0916_1987_1.png,1,1,1,Male,12,916,1987,1
Images/1/01_0001_0_13_0916_1906_1.png,1,1,1,Male,13,916,1906,1
Images/1/01_0001_0_13_0916_1906_1.png,1,1,1,Male,13,916,1906,1
Images/1/01_0001_0_13_0916_1908_1.png,1,1,1,Male,13,916,1908,1
Images/1/01_0001_0_13_0916_1908_1.png,1,1,1,Male,13,916,1908,1
Images/1/01_0001_0_13_0916_1908_1.png,1,1,1,Male,13,916,1908,1
Images/1/01_0001_0_13_0916_1910_1.png,1,1,1,Male,13,916,1910,1
Images/1/01_0001_0_13_0916_1910_1.png,1,1,1,Male,13,916,1910,1
Images/1/01_0001_0_13_0916_1911_1.png,1,1,1,Male,13,916,1911,1
Images/1/01_0001_0_13_0916_1911_1.png,1,1,1,Male,13,916,1911,1
Images/1/01_0001_0_13_0916_1926_1.png,1,1,1,Male,13,916,1926,1
Images/1/01_0001_0_13_0916_1926_1.png,1,1,1,Male,13,916,1926,1
Images/1/01_0001_0_13_0916_1926_1.png,1,1,1,Male,13,916,1926,1
Images/1/01_0001_0_14_0916_0091_1.png,1,1,1,Male,14,916,91,1
Images/1/01_0001_0_14_0916_0098_1.png,1,1,1,Male,14,916,98,1
Images/1/01_0001_0_14_0916_0098_1.png,1,1,1,Male,14,916,98,1
Images/1/01_0001_0_14_0916_0098_1.png,1,1,1,Male,14,916,98,1
Images/1/01_0001_0_14_0916_0100_1.png,1,1,1,Male,14,916,100,1
Images/1/01_0001_0_14_0916_0100_1.png,1,1,1,Male,14,916,100,1
Images/1/01_0001_0_14_0916_0203_1.png,1,1,1,Male,14,916,203,1
Images/1/01_0001_0_14_0916_0204_1.png,1,1,1,Male,14,916,204,1
Images/1/01_0001_0_14_0916_0205_1.png,1,1,1,Male,14,916,205,1
Images/1/01_0001_0_14_0916_0206_1.png,1,1,1,Male,14,916,206,1
Images/1/01_0001_0_14_0916_0209_1.png,1,1,1,Male,14,916,209,1
Images/1/01_0001_0_14_0916_0209_1.png,1,1,1,Male,14,916,209,1
Images/1/01_0001_0_14_0916_0209_1.png,1,1,1,Male,14,916,209,1
Images/1/01_0001_0_14_0916_0212_1.png,1,1,1,Male,14,916,212,1
Images/1/01_0001_0_14_0916_0212_1.png,1,1,1,Male,14,916,212,1
Images/1/01_0001_0_14_0916_0214_1.png,1,1,1,Male,14,916,214,1
Images/1/01_0001_0_14_0916_0436_1.png,1,1,1,Male,14,916,436,1
Images/1/01_0001_0_14_0916_0436_1.png,1,1,1,Male,14,916,436,1
Images/1/01_0001_0_14_0916_0436_1.png,1,1,1,Male,14,916,436,1
Images/1/01_0001_0_14_0916_0436_1.png,1,1,1,Male,14,916,436,1
Images/1/01_0001_0_14_0916_0436_1.png,1,1,1,Male,14,916,436,1
Images/1/01_0001_0_14_0916_0441_1.png,1,1,1,Male,14,916,441,1
Images/1/01_0001_0_14_0916_1981_1.png,1,1,1,Male,14,916,1981,1
Images/1/01_0001_0_14_0916_1981_1.png,1,1,1,Male,14,916,1981,1
Images/1/01_0001_0_14_0916_1981_1.png,1,1,1,Male,14,916,1981,1
Images/1/01_0001_0_15_0916_0028_1.png,1,1,1,Male,15,916,28,1
Images/1/01_0001_0_15_0916_0067_1.png,1,1,1,Male,15,916,67,1
Images/1/01_0001_0_15_0916_0094_1.png,1,1,1,Male,15,916,94,1
Images/1/01_0001_0_15_0916_0094_1.png,1,1,1,Male,15,916,94,1
Images/1/01_0001_0_15_0916_0094_1.png,1,1,1,Male,15,916,94,1
Images/1/01_0001_0_15_0916_0096_1.png,1,1,1,Male,15,916,96,1
Images/1/01_0001_0_15_0916_0110_1.png,1,1,1,Male,15,916,110,1
Images/1/01_0001_0_15_0916_0113_1.png,1,1,1,Male,15,916,113,1
Images/1/01_0001_0_15_0916_0201_1.png,1,1,1,Male,15,916,201,1
Images/1/01_0001_0_15_0916_0201_1.png,1,1,1,Male,15,916,201,1
Images/1/01_0001_0_15_0916_0202_1.png,1,1,1,Male,15,916,202,1
Images/1/01_0001_0_15_0916_0208_1.png,1,1,1,Male,15,916,208,1
Images/1/01_0001_0_15_0916_0208_1.png,1,1,1,Male,15,916,208,1
Images/1/01_0001_0_15_0916_0211_1.png,1,1,1,Male,15,916,211,1
Images/1/01_0001_0_15_0916_0250_1.png,1,1,1,Male,15,916,250,1
Images/1/01_0001_0_15_0916_0420_1.png,1,1,1,Male,15,916,420,1
Images/1/01_0001_0_15_0916_0420_1.png,1,1,1,Male,15,916,420,1
Images/1/01_0001_0_15_0916_0420_1.png,1,1,1,Male,15,916,420,1
Images/1/01_0001_0_15_0916_0425_1.png,1,1,1,Male,15,916,425,1
Images/1/01_0001_0_15_0916_0429_1.png,1,1,1,Male,15,916,429,1
Images/1/01_0001_0_15_0916_0429_1.png,1,1,1,Male,15,916,429,1
Images/1/01_0001_0_15_0916_0429_1.png,1,1,1,Male,15,916,429,1
Images/1/01_0001_0_15_0916_0429_1.png,1,1,1,Male,15,916,429,1
Images/1/01_0001_0_15_0916_0430_1.png,1,1,1,Male,15,916,430,1
Images/1/01_0001_0_15_0916_0434_1.png,1,1,1,Male,15,916,434,1
Images/1/01_0001_0_15_0916_0434_1.png,1,1,1,Male,15,916,434,1
