filepath,label,district,institution,gender,age,date,serial_number,character_class
Images/1/01_0001_0_08_0916_1990_1.png,1,01,0001,Male,08,0916,1990,1
Images/1/01_0001_0_11_0916_1913_1.png,1,01,0001,Male,11,0916,1913,1
Images/1/01_0001_0_11_0916_1917_1.png,1,01,0001,Male,11,0916,1917,1
Images/1/01_0001_0_11_0916_1918_1.png,1,01,0001,Male,11,0916,1918,1
Images/1/01_0001_0_11_0916_1919_1.png,1,01,0001,Male,11,0916,1919,1
Images/1/01_0001_0_11_0916_1920_1.png,1,01,0001,Male,11,0916,1920,1
Images/1/01_0001_0_11_0916_1922_1.png,1,01,0001,Male,11,0916,1922,1
Images/1/01_0001_0_11_0916_1923_1.png,1,01,0001,Male,11,0916,1923,1
Images/1/01_0001_0_11_0916_1924_1.png,1,01,0001,Male,11,0916,1924,1
Images/1/01_0001_0_11_0916_1925_1.png,1,01,0001,Male,11,0916,1925,1
Images/1/01_0001_0_11_0916_1928_1.png,1,01,0001,Male,11,0916,1928,1
Images/1/01_0001_0_11_0916_1929_1.png,1,01,0001,Male,11,0916,1929,1
Images/1/01_0001_0_11_0916_1986_1.png,1,01,0001,Male,11,0916,1986,1
Images/1/01_0001_0_12_0916_1904_1.png,1,01,0001,Male,12,0916,1904,1
Images/1/01_0001_0_12_0916_1905_1.png,1,01,0001,Male,12,0916,1905,1
Images/1/01_0001_0_12_0916_1912_1.png,1,01,0001,Male,12,0916,1912,1
Images/1/01_0001_0_12_0916_1914_1.png,1,01,0001,Male,12,0916,1914,1
Images/1/01_0001_0_12_0916_1916_1.png,1,01,0001,Male,12,0916,1916,1
Images/1/01_0001_0_12_0916_1921_1.png,1,01,0001,Male,12,0916,1921,1
Images/1/01_0001_0_12_0916_1930_1.png,1,01,0001,Male,12,0916,1930,1
Images/1/01_0001_0_12_0916_1932_1.png,1,01,0001,Male,12,0916,1932,1
Images/1/01_0001_0_12_0916_1987_1.png,1,01,0001,Male,12,0916,1987,1
Images/1/01_0001_0_13_0916_1906_1.png,1,01,0001,Male,13,0916,1906,1
Images/1/01_0001_0_13_0916_1907_1.png,1,01,0001,Male,13,0916,1907,1
Images/1/01_0001_0_13_0916_1908_1.png,1,01,0001,Male,13,0916,1908,1
Images/1/01_0001_0_13_0916_1909_1.png,1,01,0001,Male,13,0916,1909,1
Images/1/01_0001_0_13_0916_1910_1.png,1,01,0001,Male,13,0916,1910,1
Images/1/01_0001_0_13_0916_1911_1.png,1,01,0001,Male,13,0916,1911,1
Images/1/01_0001_0_13_0916_1926_1.png,1,01,0001,Male,13,0916,1926,1
Images/1/01_0001_0_13_0916_1931_1.png,1,01,0001,Male,13,0916,1931,1
Images/1/01_0001_0_13_0916_1989_1.png,1,01,0001,Male,13,0916,1989,1
Images/1/01_0001_0_14_0916_0091_1.png,1,01,0001,Male,14,0916,0091,1
Images/1/01_0001_0_14_0916_0097_1.png,1,01,0001,Male,14,0916,0097,1
Images/1/01_0001_0_14_0916_0098_1.png,1,01,0001,Male,14,0916,0098,1
Images/1/01_0001_0_14_0916_0100_1.png,1,01,0001,Male,14,0916,0100,1
Images/1/01_0001_0_14_0916_0203_1.png,1,01,0001,Male,14,0916,0203,1
Images/1/01_0001_0_14_0916_0204_1.png,1,01,0001,Male,14,0916,0204,1
Images/1/01_0001_0_14_0916_0205_1.png,1,01,0001,Male,14,0916,0205,1
Images/1/01_0001_0_14_0916_0206_1.png,1,01,0001,Male,14,0916,0206,1
Images/1/01_0001_0_14_0916_0207_1.png,1,01,0001,Male,14,0916,0207,1
Images/1/01_0001_0_14_0916_0209_1.png,1,01,0001,Male,14,0916,0209,1
Images/1/01_0001_0_14_0916_0212_1.png,1,01,0001,Male,14,0916,0212,1
Images/1/01_0001_0_14_0916_0214_1.png,1,01,0001,Male,14,0916,0214,1
Images/1/01_0001_0_14_0916_0424_1.png,1,01,0001,Male,14,0916,0424,1
Images/1/01_0001_0_14_0916_0427_1.png,1,01,0001,Male,14,0916,0427,1
Images/1/01_0001_0_14_0916_0433_1.png,1,01,0001,Male,14,0916,0433,1
Images/1/01_0001_0_14_0916_0436_1.png,1,01,0001,Male,14,0916,0436,1
Images/1/01_0001_0_14_0916_0441_1.png,1,01,0001,Male,14,0916,0441,1
Images/1/01_0001_0_14_0916_0444_1.png,1,01,0001,Male,14,0916,0444,1
Images/1/01_0001_0_14_0916_1915_1.png,1,01,0001,Male,14,0916,1915,1
Images/1/01_0001_0_14_0916_1981_1.png,1,01,0001,Male,14,0916,1981,1
Images/1/01_0001_0_15_0916_0014_1.png,1,01,0001,Male,15,0916,0014,1
Images/1/01_0001_0_15_0916_0028_1.png,1,01,0001,Male,15,0916,0028,1
Images/1/01_0001_0_15_0916_0067_1.png,1,01,0001,Male,15,0916,0067,1
Images/1/01_0001_0_15_0916_0094_1.png,1,01,0001,Male,15,0916,0094,1
Images/1/01_0001_0_15_0916_0096_1.png,1,01,0001,Male,15,0916,0096,1
Images/1/01_0001_0_15_0916_0099_1.png,1,01,0001,Male,15,0916,0099,1
Images/1/01_0001_0_15_0916_0110_1.png,1,01,0001,Male,15,0916,0110,1
Images/1/01_0001_0_15_0916_0113_1.png,1,01,0001,Male,15,0916,0113,1
Images/1/01_0001_0_15_0916_0124_1.png,1,01,0001,Male,15,0916,0124,1
Images/1/01_0001_0_15_0916_0201_1.png,1,01,0001,Male,15,0916,0201,1
Images/1/01_0001_0_15_0916_0202_1.png,1,01,0001,Male,15,0916,0202,1
Images/1/01_0001_0_15_0916_0208_1.png,1,01,0001,Male,15,0916,0208,1
Images/1/01_0001_0_15_0916_0210_1.png,1,01,0001,Male,15,0916,0210,1
Images/1/01_0001_0_15_0916_0211_1.png,1,01,0001,Male,15,0916,0211,1
Images/1/01_0001_0_15_0916_0213_1.png,1,01,0001,Male,15,0916,0213,1
Images/1/01_0001_0_15_0916_0250_1.png,1,01,0001,Male,15,0916,0250,1
Images/1/01_0001_0_15_0916_0256_1.png,1,01,0001,Male,15,0916,0256,1
Images/1/01_0001_0_15_0916_0420_1.png,1,01,0001,Male,15,0916,0420,1
Images/1/01_0001_0_15_0916_0421_1.png,1,01,0001,Male,15,0916,0421,1
Images/1/01_0001_0_15_0916_0422_1.png,1,01,0001,Male,15,0916,0422,1
Images/1/01_0001_0_15_0916_0423_1.png,1,01,0001,Male,15,0916,0423,1
Images/1/01_0001_0_15_0916_0425_1.png,1,01,0001,Male,15,0916,0425,1
Images/1/01_0001_0_15_0916_0428_1.png,1,01,0001,Male,15,0916,0428,1
Images/1/01_0001_0_15_0916_0429_1.png,1,01,0001,Male,15,0916,0429,1
Images/1/01_0001_0_15_0916_0430_1.png,1,01,0001,Male,15,0916,0430,1
Images/1/01_0001_0_15_0916_0432_1.png,1,01,0001,Male,15,0916,0432,1
Images/1/01_0001_0_15_0916_0434_1.png,1,01,0001,Male,15,0916,0434,1
Images/1/01_0001_0_15_0916_0435_1.png,1,01,0001,Male,15,0916,0435,1
Images/1/01_0001_0_15_0916_0437_1.png,1,01,0001,Male,15,0916,0437,1
Images/1/01_0001_0_15_0916_0438_1.png,1,01,0001,Male,15,0916,0438,1
Images/1/01_0001_0_15_0916_0439_1.png,1,01,0001,Male,15,0916,0439,1
Images/1/01_0001_0_15_0916_0440_1.png,1,01,0001,Male,15,0916,0440,1
Images/1/01_0001_0_15_0916_0442_1.png,1,01,0001,Male,15,0916,0442,1
Images/1/01_0001_0_15_0916_0445_1.png,1,01,0001,Male,15,0916,0445,1
Images/1/01_0001_0_15_0916_0446_1.png,1,01,0001,Male,15,0916,0446,1
Images/1/01_0001_0_15_0916_0479_1.png,1,01,0001,Male,15,0916,0479,1
Images/1/01_0001_0_15_0916_0584_1.png,1,01,0001,Male,15,0916,0584,1
Images/1/01_0001_0_15_0916_0600_1.png,1,01,0001,Male,15,0916,0600,1
Images/1/01_0001_0_16_0916_0020_1.png,1,01,0001,Male,16,0916,0020,1
Images/1/01_0001_0_16_0916_0021_1.png,1,01,0001,Male,16,0916,0021,1
Images/1/01_0001_0_16_0916_0022_1.png,1,01,0001,Male,16,0916,0022,1
Images/1/01_0001_0_16_0916_0024_1.png,1,01,0001,Male,16,0916,0024,1
Images/1/01_0001_0_16_0916_0025_1.png,1,01,0001,Male,16,0916,0025,1
Images/1/01_0001_0_16_0916_0027_1.png,1,01,0001,Male,16,0916,0027,1
Images/1/01_0001_0_16_0916_0031_1.png,1,01,0001,Male,16,0916,0031,1
Images/1/01_0001_0_16_0916_0037_1.png,1,01,0001,Male,16,0916,0037,1
Images/1/01_0001_0_16_0916_0038_1.png,1,01,0001,Male,16,0916,0038,1
Images/1/01_0001_0_16_0916_0039_1.png,1,01,0001,Male,16,0916,0039,1
Images/1/01_0001_0_16_0916_0040_1.png,1,01,0001,Male,16,0916,0040,1
Images/1/01_0001_0_16_0916_0041_1.png,1,01,0001,Male,16,0916,0041,1
Images/1/01_0001_0_16_0916_0042_1.png,1,01,0001,Male,16,0916,0042,1
Images/1/01_0001_0_16_0916_0046_1.png,1,01,0001,Male,16,0916,0046,1
Images/1/01_0001_0_16_0916_0066_1.png,1,01,0001,Male,16,0916,0066,1
Images/1/01_0001_0_16_0916_0093_1.png,1,01,0001,Male,16,0916,0093,1
