filepath,label,district,institution,gender,age,date,serial_number,character_class
male/61/0_BAR_11_1_12.jpg,61,BAR,,Male,11,,12,1.0
male/61/0_BAR_11_1_12.jpg,61,BAR,,Male,11,,12,1.0
male/61/0_BAR_11_1_224.jpg,61,BAR,,Male,11,,224,1.0
male/61/0_BAR_11_1_224.jpg,61,BAR,,Male,11,,224,1.0
male/61/0_BAR_12_1_1227.jpg,61,BAR,,Male,12,,1227,1.0
male/61/0_BAR_12_1_1227.jpg,61,BAR,,Male,12,,1227,1.0
male/61/0_BAR_12_1_223.jpg,61,BAR,,Male,12,,223,1.0
male/61/0_BAR_12_1_223.jpg,61,BAR,,Male,12,,223,1.0
male/61/0_BAR_12_1_332.jpg,61,BAR,,Male,12,,332,1.0
male/61/0_BAR_12_1_616.jpg,61,BAR,,Male,12,,616,1.0
male/61/0_BAR_12_1_621.jpg,61,BAR,,Male,12,,621,1.0
male/61/0_BAR_12_1_656.jpg,61,BAR,,Male,12,,656,1.0
male/61/0_BAR_13_1_1143.jpg,61,BAR,,Male,13,,1143,1.0
male/61/0_BAR_13_1_1143.jpg,61,BAR,,Male,13,,1143,1.0
male/61/0_BAR_13_1_1211.jpg,61,BAR,,Male,13,,1211,1.0
male/61/0_BAR_13_1_1211.jpg,61,BAR,,Male,13,,1211,1.0
male/61/0_BAR_13_1_147.jpg,61,BAR,,Male,13,,147,1.0
male/61/0_BAR_13_1_147.jpg,61,BAR,,Male,13,,147,1.0
male/61/0_BAR_13_1_202.jpg,61,BAR,,Male,13,,202,1.0
male/61/0_BAR_13_1_307.jpg,61,BAR,,Male,13,,307,1.0
male/61/0_BAR_13_1_350.jpg,61,BAR,,Male,13,,350,1.0
male/61/0_BAR_13_1_350.jpg,61,BAR,,Male,13,,350,1.0
male/61/0_BAR_13_1_605.jpg,61,BAR,,Male,13,,605,1.0
male/61/0_BAR_13_1_606.jpg,61,BAR,,Male,13,,606,1.0
male/61/0_BAR_13_1_606.jpg,61,BAR,,Male,13,,606,1.0
male/61/0_BAR_13_1_609.jpg,61,BAR,,Male,13,,609,1.0
male/61/0_BAR_13_1_610.jpg,61,BAR,,Male,13,,610,1.0
male/61/0_BAR_13_1_611.jpg,61,BAR,,Male,13,,611,1.0
